STATISTIC Label,Quarter,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castledermot, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Celbridge, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clane, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kilcock, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kilcullen, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kill, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Leixlip, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Maynooth, Kildare",Euro,1763.41
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Monasterevin, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Naas, Kildare",Euro,1658.66
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Newbridge, Kildare",Euro,1225.19
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathangan, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Sallins, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Kilkenny,Euro,805.74
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Kilkenny City,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Callan, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castlecomer, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Freshford, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kells, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Thomastown, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Laois,Euro,955.85
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mountmellick, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mountrath, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Portarlington, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Portlaoise, Laois",Euro,990.67
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Leitrim,Euro,770.24
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carrick-On-Shannon, Leitrim",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Manorhamilton, Leitrim",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Limerick,Euro,1155.23
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Limerick City,Euro,1238.71
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Abbeyfeale, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Annacotty, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castleconnell, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castletroy, Limerick",Euro,1324.84
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Corbally, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dock Road, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dooradoyle, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Glen, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kilmallock, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Newcastle West, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Old Cratloe Road, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Raheen, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Longford,Euro,795.41
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Longford Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballymahon, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Edgeworthstown, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Newtownforbes, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Louth,Euro,1193.87
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ardee, Louth",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Drogheda, Louth",Euro,1238.25
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dundalk, Louth",Euro,1177.59
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Louth Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Mayo,Euro,887.06
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballina, Mayo",Euro,742
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballinrobe, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballyhaunis, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Belmullet, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castlebar, Mayo",Euro,1001.6
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Charlestown, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Claremorris, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Foxford, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Swinford, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Westport, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Meath,Euro,1365.66
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ashbourne, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Athboy, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bettystown, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonee, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Drogheda, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Duleek, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dunboyne, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dunshaughlin, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Enfield, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kells, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Laytown, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Navan, Meath",Euro,1365.61
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ratoath, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Stamullen, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Trim, Meath",Euro,1286.7
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Monaghan,Euro,754.85
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballybay, Monaghan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carrickmacross, Monaghan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castleblayney, Monaghan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Monaghan Town,Euro,785.93
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Offaly,Euro,984.5
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Banagher, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Birr, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clara, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Edenderry, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tullamore, Offaly",Euro,1121.16
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Roscommon,Euro,910.76
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Roscommon Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Athlone, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballaghaderreen, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Boyle, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castlerea, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Strokestown, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Sligo,Euro,863.89
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Sligo Town,Euro,936.85
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballinode, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballisodare, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballymote, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballytivnan, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Collooney, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Lough Gill, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Strandhill, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tubbercurry, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Tipperary,Euro,835.6
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Tipperary Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballina, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cahir, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Carrick-On-Suir, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cashel, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonmel, Tipperary",Euro,912.99
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Fethard, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Nenagh, Tipperary",Euro,909.17
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Roscrea, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Templemore, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Thurles, Tipperary",Euro,805.45
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Waterford,Euro,961.2
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Waterford City,Euro,986.74
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ballytruckle, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Canada Street, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castle Place, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Cork Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dungarvan, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dunmore East, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Dunmore Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ferrybank, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Inner Ring Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Johns Hill, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Lismore, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mary Street, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Penrose Lane, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Poleberry, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Portlaw, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Railway Square, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Scotch Quay, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Templars Hall, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Tramore, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Westmeath,Euro,928.8
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Athlone, Westmeath",Euro,960.74
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Castlepollard, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kilbeggan, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kinnegad, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Moate, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mullingar, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Wexford,Euro,928.02
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bunclody, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Clonard, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Enniscorthy, Wexford",Euro,800.82
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ferns, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Ford, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Gorey, Wexford",Euro,1002.73
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Mulgannon, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"New Ross, Wexford",Euro,914.4
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rosslare, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Wicklow,Euro,1445.51
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,Wicklow Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Arklow, Wicklow",Euro,1140.66
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Baltinglass, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Blessington, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Bray, Wicklow",Euro,1565.96
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Delgany, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Greystones, Wicklow",Euro,1879.1
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Kilcoole, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Newtownmountkennedy, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Terrace house,"Rathnew, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Carlow,Euro,927.49
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Carlow Town,Euro,917.52
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Graiguecullen, Carlow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Tullow, Carlow",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Cavan,Euro,756.83
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Cavan Town,Euro,834.26
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Bailieborough, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ballyconnell, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ballyjamesduff, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Belturbet, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Cootehill, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Kingscourt, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Virginia, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Clare,Euro,866.4
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ennis, Clare",Euro,814.87
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Killaloe, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Kilrush, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Newmarket-On-Fergus, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Shannon, Clare",Euro,965.07
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Sixmilebridge, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Cork,Euro,1203.03
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Cork City,Euro,1308.42
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ballincollig, Cork",Euro,1292.56
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ballintemple, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ballinure, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Bandon, Cork",Euro,887.28
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Bantry, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Bishopstown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Blackpool, Cork",Euro,1152.32
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Blackrock, Cork",Euro,1382.3
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Blarney, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Carrigaline, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Carrigtwohill, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Castlemartyr, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Charleville, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Clonakilty, Cork",Euro,1054.18
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Cloyne, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Cobh, Cork",Euro,940.35
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Crosshaven, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Douglas, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Dunmanway, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Fermoy, Cork",Euro,806.81
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Frankfield, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Glanmire, Cork",Euro,1055.87
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Kanturk, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Kinsale, Cork",Euro,1213.32
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Macroom, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Mallow, Cork",Euro,1019.18
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Midleton, Cork",Euro,1084.73
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Millstreet, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Mitchelstown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Montenotte, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Passage West, Cork",Euro,1111.87
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Rathcormac, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ringaskiddy, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Rochestown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Skibbereen, Cork",Euro,747.74
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Tivoli, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Tower, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Whitegate, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Wilton, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Youghal, Cork",Euro,844.48
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Donegal,Euro,682.94
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Donegal Town,Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Ballybofey, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Buncrana, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Bundoran, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Carndonagh, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Letterkenny, Donegal",Euro,738.55
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Lifford, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Stranorlar, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,Dublin,Euro,1930.54
RTB Average Monthly Rent Report,2023Q1,1 to 3 bed,Apartment,"Balbriggan, Dublin",Euro,1382.82
